~0~,ua,UA-2708-EWR-CLT,Thu_ Dec 1 2:55 PM,Thu_ Dec 1 2:55 PM,A37,Thu_ Dec 1 4:53 PM,Thu_ Dec 1 4:44 PM,C5
54986,foxbusiness,AA-3468-CVG-MIA,7:00 AM_ Dec 27,7:22 AM_ Dec 27,Terminal 2,9:55 AM_ Dec 27,10:11 AM_ Dec 27,~Terminal D - D60~
54987,allegiantair,AA-3468-CVG-MIA,7:00 AM_ Dec 27,7:22 AM_ Dec 27,Terminal 2,9:55 AM_ Dec 27,10:11 AM_ Dec 27,~Terminal D - D60~
55035,flightview,AA-518-MIA-JFK,6:30 AM_ Dec 27,6:46 AM_ Dec 27,~Terminal D - D11~,9:15 AM_ Dec 27,9:08 AM_ Dec 27,~Terminal 8 - 12~
55036,panynj,AA-518-MIA-JFK,6:30 AM_ Dec 27,6:46 AM_ Dec 27,~Terminal D - D11~,9:15 AM_ Dec 27,9:08 AM_ Dec 27,~Terminal 8 - 12~
55038,foxbusiness,AA-518-MIA-JFK,6:30 AM_ Dec 27,6:46 AM_ Dec 27,~Terminal D - D11~,9:15 AM_ Dec 27,9:08 AM_ Dec 27,~Terminal 8 - 12~
55039,allegiantair,AA-518-MIA-JFK,6:30 AM_ Dec 27,6:46 AM_ Dec 27,~Terminal D - D11~,9:15 AM_ Dec 27,9:08 AM_ Dec 27,~Terminal 8 - 12~
55122,travelocity,UA-37-EDI-EWR,Dec 27 - 9:05am,Dec 27 - Contact Airline,~Not provided by airline~,Dec 27 - 11:53am,Dec 27 - Contact Airline,~Not provided by airline~
55146,travelocity,UA-3050-PHX-CLT,Dec 27 - 11:05am,Dec 27 - Contact Airline,~Not provided by airline~,Dec 27 - 4:57pm,Dec 27 - Contact Airline,~Not provided by airline~
55170,travelocity,UA-3099-PHX-PHL,Dec 27 - 11:55am,Dec 27 - Contact Airline,~Not provided by airline~,Dec 27 - 6:17pm,Dec 27 - Contact Airline,~Not provided by airline~
55235,travelocity,UA-2945-PHL-CLT,Dec 27 - 12:00noon,Dec 27 - Contact Airline,~Not provided by airline~,Dec 27 - 1:45pm,Dec 27 - Contact Airline,~Not provided by airline~
55331,flightview,AA-466-IAH-MIA,6:00 AM_ Dec 27,6:09 AM_ Dec 27,A27,9:20 AM_ Dec 27,9:03 AM_ Dec 27,~Terminal D - D14~
55332,panynj,AA-466-IAH-MIA,6:00 AM_ Dec 27,6:09 AM_ Dec 27,A27,9:20 AM_ Dec 27,9:03 AM_ Dec 27,~Terminal D - D14~
55334,foxbusiness,AA-466-IAH-MIA,6:00 AM_ Dec 27,6:09 AM_ Dec 27,A27,9:20 AM_ Dec 27,9:03 AM_ Dec 27,~Terminal D - D14~
55335,allegiantair,AA-466-IAH-MIA,6:00 AM_ Dec 27,6:09 AM_ Dec 27,A27,9:20 AM_ Dec 27,9:03 AM_ Dec 27,~Terminal D - D14~
55363,travelocity,UA-2906-PHL-MCO,Dec 27 - 3:50pm,Dec 27 - Contact Airline,~Not provided by airline~,Dec 27 - 6:23pm,Dec 27 - Contact Airline,~Not provided by airline~
55387,travelocity,UA-2830-MCO-CLT,Dec 27 - 3:27pm,Dec 27 - Contact Airline,~Not provided by airline~,Dec 27 - 5:05pm,Dec 27 - Contact Airline,~Not provided by airline~
55407,travelocity,UA-2515-DFW-CLT,Dec 27 - 7:00am,Dec 27 - Contact Airline,~Not provided by airline~,Dec 27 - 10:26am,Dec 27 - Contact Airline,~Not provided by airline~
55455,travelocity,UA-62-IAH-EWR,Dec 27 - 2:30pm,Dec 27 - Contact Airline,~Not provided by airline~,Dec 27 - 7:03pm,Dec 27 - Contact Airline,~Not provided by airline~
55550,flightview,AA-2050-ORD-MIA,10:40 AM_ Dec 27,10:49 AM_ Dec 27,K15,2:45 PM_ Dec 27,2:45 PM_ Dec 27,~Terminal D - D23~
55551,panynj,AA-2050-ORD-MIA,10:40 AM_ Dec 27,10:49 AM_ Dec 27,K15,2:45 PM_ Dec 27,2:45 PM_ Dec 27,~Terminal D - D23~
55553,foxbusiness,AA-2050-ORD-MIA,10:40 AM_ Dec 27,10:49 AM_ Dec 27,K15,2:45 PM_ Dec 27,2:45 PM_ Dec 27,~Terminal D - D23~
55554,allegiantair,AA-2050-ORD-MIA,10:40 AM_ Dec 27,10:49 AM_ Dec 27,K15,2:45 PM_ Dec 27,2:45 PM_ Dec 27,~Terminal D - D23~
55595,flightview,AA-59-JFK-SFO,7:10 AM_ Dec 27,7:45 AM_ Dec 27,~Terminal 8 - 40~,10:45 AM_ Dec 27,10:36 AM_ Dec 27,~Terminal 2 - 58B~
55596,panynj,AA-59-JFK-SFO,7:10 AM_ Dec 27,7:45 AM_ Dec 27,~Terminal 8 - 40~,10:45 AM_ Dec 27,10:36 AM_ Dec 27,~Terminal 2 - 58B~
55598,foxbusiness,AA-59-JFK-SFO,7:10 AM_ Dec 27,7:45 AM_ Dec 27,~Terminal 8 - 40~,10:45 AM_ Dec 27,10:36 AM_ Dec 27,~Terminal 2 - 58B~
55599,allegiantair,AA-59-JFK-SFO,7:10 AM_ Dec 27,7:45 AM_ Dec 27,~Terminal 8 - 40~,10:45 AM_ Dec 27,10:36 AM_ Dec 27,~Terminal 2 - 58B~
55641,flightview,AA-3823-LAX-DEN,9:00 PM_ Dec 27,,~Terminal 4 - 44E~,12:15 AM_ Dec 28,,A49
55642,panynj,AA-3823-LAX-DEN,9:00 PM_ Dec 27,,~Terminal 4 - 44E~,12:15 AM_ Dec 28,,A49
55644,foxbusiness,AA-3823-LAX-DEN,9:00 PM_ Dec 27,,~Terminal 4 - 44E~,12:15 AM_ Dec 28,,A49
55645,allegiantair,AA-3823-LAX-DEN,9:00 PM_ Dec 27,,~Terminal 4 - 44E~,12:15 AM_ Dec 28,,A49
55793,flightview,UA-397-JFK-SFO,8:25 AM_ Dec 27,8:51 AM_ Dec 27,8,12:14 PM_ Dec 27,11:40 AM_ Dec 27,~Terminal 3 - 80~
55794,panynj,UA-397-JFK-SFO,8:25 AM_ Dec 27,8:51 AM_ Dec 27,8,12:14 PM_ Dec 27,11:40 AM_ Dec 27,~Terminal 3 - 80~
55796,foxbusiness,UA-397-JFK-SFO,8:25 AM_ Dec 27,8:51 AM_ Dec 27,8,12:14 PM_ Dec 27,11:40 AM_ Dec 27,~Terminal 3 - 80~
55797,allegiantair,UA-397-JFK-SFO,8:25 AM_ Dec 27,8:51 AM_ Dec 27,8,12:14 PM_ Dec 27,11:40 AM_ Dec 27,~Terminal 3 - 80~
55864,flightview,AA-1221-MCO-ORD,8:00 PM_ Dec 27,8:09 PM_ Dec 27,~Terminal A - 15~,9:50 PM_ Dec 27,9:41 PM_ Dec 27,Terminal 3
55865,panynj,AA-1221-MCO-ORD,8:00 PM_ Dec 27,8:09 PM_ Dec 27,~Terminal A - 15~,9:50 PM_ Dec 27,9:41 PM_ Dec 27,Terminal 3
55867,foxbusiness,AA-1221-MCO-ORD,8:00 PM_ Dec 27,8:09 PM_ Dec 27,~Terminal A - 15~,9:50 PM_ Dec 27,9:41 PM_ Dec 27,Terminal 3
55868,allegiantair,AA-1221-MCO-ORD,8:00 PM_ Dec 27,8:09 PM_ Dec 27,~Terminal A - 15~,9:50 PM_ Dec 27,9:41 PM_ Dec 27,Terminal 3
55892,flightview,AA-271-MIA-LAX,11:35 AM_ Dec 27,11:55 AM_ Dec 27,D10,2:25 PM_ Dec 27,2:17 PM_ Dec 27,~Terminal 4 - 42A~
55893,panynj,AA-271-MIA-LAX,11:35 AM_ Dec 27,11:55 AM_ Dec 27,D10,2:25 PM_ Dec 27,2:17 PM_ Dec 27,~Terminal 4 - 42A~
55895,foxbusiness,AA-271-MIA-LAX,11:35 AM_ Dec 27,11:55 AM_ Dec 27,D10,2:25 PM_ Dec 27,2:17 PM_ Dec 27,~Terminal 4 - 42A~
55896,allegiantair,AA-271-MIA-LAX,11:35 AM_ Dec 27,11:55 AM_ Dec 27,D10,2:25 PM_ Dec 27,2:17 PM_ Dec 27,~Terminal 4 - 42A~
55984,flightview,AA-2525-DFW-MIA,7:25 AM_ Dec 27,7:52 AM_ Dec 27,D30,11:10 AM_ Dec 27,11:11 AM_ Dec 27,~Terminal D - D40~
55985,panynj,AA-2525-DFW-MIA,7:25 AM_ Dec 27,7:52 AM_ Dec 27,D30,11:10 AM_ Dec 27,11:11 AM_ Dec 27,~Terminal D - D40~
55987,foxbusiness,AA-2525-DFW-MIA,7:25 AM_ Dec 27,7:52 AM_ Dec 27,D30,11:10 AM_ Dec 27,11:11 AM_ Dec 27,~Terminal D - D40~
55988,allegiantair,AA-2525-DFW-MIA,7:25 AM_ Dec 27,7:52 AM_ Dec 27,D30,11:10 AM_ Dec 27,11:11 AM_ Dec 27,~Terminal D - D40~
56010,flightview,AA-1664-MIA-ATL,10:15 AM_ Dec 27,10:59 AM_ Dec 27,~Terminal D - D14~,12:10 PM_ Dec 27,12:29 PM_ Dec 27,T11
56011,panynj,AA-1664-MIA-ATL,10:15 AM_ Dec 27,10:59 AM_ Dec 27,~Terminal D - D14~,12:10 PM_ Dec 27,12:29 PM_ Dec 27,T11
56013,foxbusiness,AA-1664-MIA-ATL,10:15 AM_ Dec 27,10:59 AM_ Dec 27,~Terminal D - D14~,12:10 PM_ Dec 27,12:29 PM_ Dec 27,T11
56014,allegiantair,AA-1664-MIA-ATL,10:15 AM_ Dec 27,10:59 AM_ Dec 27,~Terminal D - D14~,12:10 PM_ Dec 27,12:29 PM_ Dec 27,T11
56061,flightview,AA-484-DFW-MIA,4:15 PM_ Dec 27,4:31 PM_ Dec 27,D17,7:55 PM_ Dec 27,8:11 PM_ Dec 27,~Terminal D - D11~
56062,panynj,AA-484-DFW-MIA,4:15 PM_ Dec 27,4:31 PM_ Dec 27,D17,7:55 PM_ Dec 27,8:11 PM_ Dec 27,~Terminal D - D11~
56064,foxbusiness,AA-484-DFW-MIA,4:15 PM_ Dec 27,4:31 PM_ Dec 27,D17,7:55 PM_ Dec 27,8:11 PM_ Dec 27,~Terminal D - D11~
56065,allegiantair,AA-484-DFW-MIA,4:15 PM_ Dec 27,4:31 PM_ Dec 27,D17,7:55 PM_ Dec 27,8:11 PM_ Dec 27,~Terminal D - D11~
56096,travelocity,CO-1694-LAX-IAH,Dec 27 - 7:41pm,Dec 27 - Not Available,64,Dec 28 - 12:44am,Dec 28 - Not Available,~Not provided by airline~
56144,flightview,UA-2726-FLL-PHL,4:00 PM_ Dec 27,6:10 PM_ Dec 27,~Terminal 3 - E3~,6:46 PM_ Dec 27,6:46 PM_ Dec 27,C17
56145,panynj,UA-2726-FLL-PHL,4:00 PM_ Dec 27,6:10 PM_ Dec 27,~Terminal 3 - E3~,6:46 PM_ Dec 27,6:46 PM_ Dec 27,C17
56147,foxbusiness,UA-2726-FLL-PHL,4:00 PM_ Dec 27,6:10 PM_ Dec 27,~Terminal 3 - E3~,6:46 PM_ Dec 27,6:46 PM_ Dec 27,C17
56148,allegiantair,UA-2726-FLL-PHL,4:00 PM_ Dec 27,6:10 PM_ Dec 27,~Terminal 3 - E3~,6:46 PM_ Dec 27,6:46 PM_ Dec 27,C17
56150,travelocity,UA-2726-FLL-PHL,Dec 27 - 4:00pm,Dec 27 - Contact Airline,~Not provided by airline~,Dec 27 - 6:46pm,Dec 27 - Contact Airline,~Not provided by airline~
56170,flightview,AA-3809-PHX-LAX,6:00 AM_ Dec 27,6:21 AM_ Dec 27,~Terminal 3 - 2~,6:40 AM_ Dec 27,6:30 AM_ Dec 27,~Terminal 4 - 44E~
56171,panynj,AA-3809-PHX-LAX,6:00 AM_ Dec 27,6:21 AM_ Dec 27,~Terminal 3 - 2~,6:40 AM_ Dec 27,6:30 AM_ Dec 27,~Terminal 4 - 44E~
56173,foxbusiness,AA-3809-PHX-LAX,6:00 AM_ Dec 27,6:21 AM_ Dec 27,~Terminal 3 - 2~,6:40 AM_ Dec 27,6:30 AM_ Dec 27,~Terminal 4 - 44E~
56174,allegiantair,AA-3809-PHX-LAX,6:00 AM_ Dec 27,6:21 AM_ Dec 27,~Terminal 3 - 2~,6:40 AM_ Dec 27,6:30 AM_ Dec 27,~Terminal 4 - 44E~
56234,flightview,AA-1165-JFK-MIA,6:59 AM_ Dec 27,7:17 AM_ Dec 27,~Terminal 8 - 43~,10:34 AM_ Dec 27,10:01 AM_ Dec 27,~Terminal D - D25~
56235,panynj,AA-1165-JFK-MIA,6:59 AM_ Dec 27,7:17 AM_ Dec 27,~Terminal 8 - 43~,10:34 AM_ Dec 27,10:01 AM_ Dec 27,~Terminal D - D25~
56237,foxbusiness,AA-1165-JFK-MIA,6:59 AM_ Dec 27,7:17 AM_ Dec 27,~Terminal 8 - 43~,10:34 AM_ Dec 27,10:01 AM_ Dec 27,~Terminal D - D25~
56238,allegiantair,AA-1165-JFK-MIA,6:59 AM_ Dec 27,7:17 AM_ Dec 27,~Terminal 8 - 43~,10:34 AM_ Dec 27,10:01 AM_ Dec 27,~Terminal D - D25~
56325,flightview,AA-400-DFW-JFK,10:40 AM_ Dec 27,10:58 AM_ Dec 27,C7,2:59 PM_ Dec 27,3:04 PM_ Dec 27,~Terminal 8 - 38~
56326,panynj,AA-400-DFW-JFK,10:40 AM_ Dec 27,10:58 AM_ Dec 27,C7,2:59 PM_ Dec 27,3:04 PM_ Dec 27,~Terminal 8 - 38~
56328,foxbusiness,AA-400-DFW-JFK,10:40 AM_ Dec 27,10:58 AM_ Dec 27,C7,2:59 PM_ Dec 27,3:04 PM_ Dec 27,~Terminal 8 - 38~
56329,allegiantair,AA-400-DFW-JFK,10:40 AM_ Dec 27,10:58 AM_ Dec 27,C7,2:59 PM_ Dec 27,3:04 PM_ Dec 27,~Terminal 8 - 38~
56353,flightview,AA-643-MIA-ORD,7:10 AM_ Dec 27,7:23 AM_ Dec 27,~Terminal D - D16~,9:35 AM_ Dec 27,9:15 AM_ Dec 27,K15
56354,panynj,AA-643-MIA-ORD,7:10 AM_ Dec 27,7:23 AM_ Dec 27,~Terminal D - D16~,9:35 AM_ Dec 27,9:15 AM_ Dec 27,K15
56356,foxbusiness,AA-643-MIA-ORD,7:10 AM_ Dec 27,7:23 AM_ Dec 27,~Terminal D - D16~,9:35 AM_ Dec 27,9:15 AM_ Dec 27,K15
56357,allegiantair,AA-643-MIA-ORD,7:10 AM_ Dec 27,7:23 AM_ Dec 27,~Terminal D - D16~,9:35 AM_ Dec 27,9:15 AM_ Dec 27,K15
56425,flightview,UA-257-JFK-SFO,2:30 PM_ Dec 27,2:39 PM_ Dec 27,10,6:14 PM_ Dec 27,5:18 PM_ Dec 27,~Terminal 3 - 84~
56426,panynj,UA-257-JFK-SFO,2:30 PM_ Dec 27,2:39 PM_ Dec 27,10,6:14 PM_ Dec 27,5:18 PM_ Dec 27,~Terminal 3 - 84~
56428,foxbusiness,UA-257-JFK-SFO,2:30 PM_ Dec 27,2:39 PM_ Dec 27,10,6:14 PM_ Dec 27,5:18 PM_ Dec 27,~Terminal 3 - 84~
56429,allegiantair,UA-257-JFK-SFO,2:30 PM_ Dec 27,2:39 PM_ Dec 27,10,6:14 PM_ Dec 27,5:18 PM_ Dec 27,~Terminal 3 - 84~
56479,flightview,CO-45-EWR-MIA,3:50 PM_ Dec 27,,~Term C - C73~,7:05 PM_ Dec 27,7:29 PM_ Dec 27,~Terminal Conc G - G19~
56480,panynj,CO-45-EWR-MIA,3:50 PM_ Dec 27,,~Term C - C73~,7:05 PM_ Dec 27,7:29 PM_ Dec 27,~Terminal Conc G - G19~
56482,foxbusiness,CO-45-EWR-MIA,3:50 PM_ Dec 27,,~Term C - C73~,7:05 PM_ Dec 27,7:29 PM_ Dec 27,~Terminal Conc G - G19~
56483,allegiantair,CO-45-EWR-MIA,3:50 PM_ Dec 27,,~Term C - C73~,7:05 PM_ Dec 27,7:29 PM_ Dec 27,~Terminal Conc G - G19~
56557,flightview,AA-1522-SFO-ORD,11:55 PM_ Dec 27,,~Terminal 2 - 57~,5:50 AM_ Dec 28,,~Terminal 3 - H10~
56558,panynj,AA-1522-SFO-ORD,11:55 PM_ Dec 27,,~Terminal 2 - 57~,5:50 AM_ Dec 28,,~Terminal 3 - H10~
56560,foxbusiness,AA-1522-SFO-ORD,11:55 PM_ Dec 27,,~Terminal 2 - 57~,5:50 AM_ Dec 28,,~Terminal 3 - H10~
56561,allegiantair,AA-1522-SFO-ORD,11:55 PM_ Dec 27,,~Terminal 2 - 57~,5:50 AM_ Dec 28,,~Terminal 3 - H10~
56608,flightview,AA-404-MIA-MCO,6:45 AM_ Dec 27,6:59 AM_ Dec 27,~Terminal D - D43~,7:45 AM_ Dec 27,7:37 AM_ Dec 27,14
56609,panynj,AA-404-MIA-MCO,6:45 AM_ Dec 27,6:59 AM_ Dec 27,~Terminal D - D43~,7:45 AM_ Dec 27,7:37 AM_ Dec 27,14
56611,foxbusiness,AA-404-MIA-MCO,6:45 AM_ Dec 27,6:59 AM_ Dec 27,~Terminal D - D43~,7:45 AM_ Dec 27,7:37 AM_ Dec 27,14
56612,allegiantair,AA-404-MIA-MCO,6:45 AM_ Dec 27,6:59 AM_ Dec 27,~Terminal D - D43~,7:45 AM_ Dec 27,7:37 AM_ Dec 27,14
56634,flightview,CO-1193-EWR-MCO,9:15 AM_ Dec 27,9:39 AM_ Dec 27,~Term C - C134~,12:16 PM_ Dec 27,12:18 PM_ Dec 27,Term B - 39
56635,panynj,CO-1193-EWR-MCO,9:15 AM_ Dec 27,9:39 AM_ Dec 27,~Term C - C134~,12:16 PM_ Dec 27,12:18 PM_ Dec 27,Term B - 39
56637,foxbusiness,CO-1193-EWR-MCO,9:15 AM_ Dec 27,9:39 AM_ Dec 27,~Term C - C134~,12:16 PM_ Dec 27,12:18 PM_ Dec 27,Term B - 39
56638,allegiantair,CO-1193-EWR-MCO,9:15 AM_ Dec 27,9:39 AM_ Dec 27,~Term C - C134~,12:16 PM_ Dec 27,12:18 PM_ Dec 27,Term B - 39
56681,travelocity,UA-2314-ATL-PHL,Dec 27 - 2:55pm,Dec 27 - Contact Airline,~Not provided by airline~,Dec 27 - 5:00pm,Dec 27 - Contact Airline,~Not provided by airline~
56762,flightview,CO-58-DEN-IAH,11:30 AM_ Dec 27,,~Terminal Conc B - B22~,2:56 PM_ Dec 27,2:49 PM_ Dec 27,Term C - C44
56763,panynj,CO-58-DEN-IAH,11:30 AM_ Dec 27,,~Terminal Conc B - B22~,2:56 PM_ Dec 27,2:49 PM_ Dec 27,Term C - C44
56765,foxbusiness,CO-58-DEN-IAH,11:30 AM_ Dec 27,,~Terminal Conc B - B22~,2:56 PM_ Dec 27,2:49 PM_ Dec 27,Term C - C44
56766,allegiantair,CO-58-DEN-IAH,11:30 AM_ Dec 27,,~Terminal Conc B - B22~,2:56 PM_ Dec 27,2:49 PM_ Dec 27,Term C - C44
56774,aa,~AA-3-JFK-LAX~,December 27_ 2011               12:00 PM,December 27_ 2011               11:56 AM,40,December 27_ 2011               03:15 PM,December 27_ 2011               02:49 PM,46A
56775,flightexplorer,~AA-3-JFK-LAX~,,12/27/2011 12:10PM EST,,,12/27/2011 2:47PM PST,
56776,airtravelcenter,~AA-3-JFK-LAX~,,12/27/11 12:10 PM (-05:00),,,12/27/11 2:47 PM (-08:00),
56777,myrateplan,~AA-3-JFK-LAX~,,12/27/11 12:10 PM (-05:00),,,12/27/11 2:47 PM (-08:00),
56778,helloflight,~AA-3-JFK-LAX~,,12/27/11 12:10 PM (-05:00),,,12/27/11 2:47 PM (-08:00),
56779,flytecomm,~AA-3-JFK-LAX~,,12/27/11 12:10 PM (-05:00),,,12/27/11 2:47 PM (-08:00),
56780,flightaware,~AA-3-JFK-LAX~,2011-12-27 12:00PM EST,2011-12-27 12:09PM EST,40,2011-12-27 03:01PM PST,2011-12-27 02:42PM PST,46A
56781,wunderground,~AA-3-JFK-LAX~,2011-12-27 12:00PM EST,2011-12-27 12:09PM EST,40,2011-12-27 03:01PM PST,2011-12-27 02:42PM PST,46A
56782,flights,~AA-3-JFK-LAX~,12:00 PM  Tue 27-Dec-2011,11:56 AM  Tue 27-Dec-2011,C40,03:15 PM  Tue 27-Dec-2011,02:49 PM  Tue 27-Dec-2011,46A
56783,businesstravellogue,~AA-3-JFK-LAX~,12:00 PM  Tue 27-Dec-2011,11:56 AM  Tue 27-Dec-2011,C40,03:15 PM  Tue 27-Dec-2011,02:49 PM  Tue 27-Dec-2011,46A
56784,flylouisville,~AA-3-JFK-LAX~,12:00 PM  Tue 27-Dec-2011,11:56 AM  Tue 27-Dec-2011,C40,03:15 PM  Tue 27-Dec-2011,02:49 PM  Tue 27-Dec-2011,46A
56785,flightstats,~AA-3-JFK-LAX~,2011-12-27 12:00 PM,2011-12-27 11:56 AM,,2011-12-27 3:15 PM,2011-12-27 2:49 PM,
56786,quicktrip,~AA-3-JFK-LAX~,2011-12-27 12:00 PM,2011-12-27 11:56 AM,,2011-12-27 3:15 PM,2011-12-27 2:49 PM,
56787,world-flight-tracker,~AA-3-JFK-LAX~,2011-12-27 12:00 PM,2011-12-27 11:56 AM,,2011-12-27 3:15 PM,2011-12-27 2:49 PM,
56788,flightview,~AA-3-JFK-LAX~,12:00 PM_ Dec 27,12:10 PM_ Dec 27,~Terminal 8 - 40~,3:15 PM_ Dec 27,2:49 PM_ Dec 27,~Terminal 4 - 46A~
56789,panynj,~AA-3-JFK-LAX~,12:00 PM_ Dec 27,12:10 PM_ Dec 27,~Terminal 8 - 40~,3:15 PM_ Dec 27,2:49 PM_ Dec 27,~Terminal 4 - 46A~
56790,gofox,~AA-3-JFK-LAX~,12:00 PM_ Dec 27,12:10 PM_ Dec 27,,3:15 PM_ Dec 27,2:49 PM_ Dec 27,
56791,foxbusiness,~AA-3-JFK-LAX~,12:00 PM_ Dec 27,12:10 PM_ Dec 27,~Terminal 8 - 40~,3:15 PM_ Dec 27,2:49 PM_ Dec 27,~Terminal 4 - 46A~
56792,allegiantair,~AA-3-JFK-LAX~,12:00 PM_ Dec 27,12:10 PM_ Dec 27,~Terminal 8 - 40~,3:15 PM_ Dec 27,2:49 PM_ Dec 27,~Terminal 4 - 46A~
56793,boston,~AA-3-JFK-LAX~,12:00 PM_ Dec 27,12:10 PM_ Dec 27,,3:15 PM_ Dec 27,2:43 PM_ Dec 27,
56794,travelocity,~AA-3-JFK-LAX~,Dec 27 - 12:00noon,Dec 27 - 11:56am,40/8,Dec 27 - 3:15pm,Dec 27 - 2:49pm,46A/T4
56795,orbitz,~AA-3-JFK-LAX~,12:00pDec 27,11:56aDec 27,40,3:15pDec 27,2:49pDec 27,46A
56796,weather,~AA-3-JFK-LAX~,2011-12-27 12:00 PM,2011-12-27 12:10 PM,,2011-12-27 03:15 PM,2011-12-27 02:47 PM,
56797,usatoday,~AA-3-JFK-LAX~,2011-12-27 12:00 PM,2011-12-27 12:10 PM,,2011-12-27 03:15 PM,2011-12-27 02:47 PM,
56812,flightview,AA-431-MIA-SFO,8:35 AM_ Dec 27,8:47 AM_ Dec 27,D3,11:50 AM_ Dec 27,11:33 AM_ Dec 27,~Terminal 2 - 57~
56813,panynj,AA-431-MIA-SFO,8:35 AM_ Dec 27,8:47 AM_ Dec 27,D3,11:50 AM_ Dec 27,11:33 AM_ Dec 27,~Terminal 2 - 57~
56815,foxbusiness,AA-431-MIA-SFO,8:35 AM_ Dec 27,8:47 AM_ Dec 27,D3,11:50 AM_ Dec 27,11:33 AM_ Dec 27,~Terminal 2 - 57~
56816,allegiantair,AA-431-MIA-SFO,8:35 AM_ Dec 27,8:47 AM_ Dec 27,D3,11:50 AM_ Dec 27,11:33 AM_ Dec 27,~Terminal 2 - 57~
56865,flightview,AA-85-JFK-SFO,3:05 PM_ Dec 27,3:37 PM_ Dec 27,~Terminal 8 - 41~,6:30 PM_ Dec 27,6:22 PM_ Dec 27,~Terminal 2 - 58B~
56866,panynj,AA-85-JFK-SFO,3:05 PM_ Dec 27,3:37 PM_ Dec 27,~Terminal 8 - 41~,6:30 PM_ Dec 27,6:22 PM_ Dec 27,~Terminal 2 - 58B~
56868,foxbusiness,AA-85-JFK-SFO,3:05 PM_ Dec 27,3:37 PM_ Dec 27,~Terminal 8 - 41~,6:30 PM_ Dec 27,6:22 PM_ Dec 27,~Terminal 2 - 58B~
56869,allegiantair,AA-85-JFK-SFO,3:05 PM_ Dec 27,3:37 PM_ Dec 27,~Terminal 8 - 41~,6:30 PM_ Dec 27,6:22 PM_ Dec 27,~Terminal 2 - 58B~
56941,flightview,AA-204-LAX-MCO,11:25 PM_ Dec 27,,~Terminal 4 - 47A~,6:55 AM_ Dec 28,,TBA
56942,panynj,AA-204-LAX-MCO,11:25 PM_ Dec 27,,~Terminal 4 - 47A~,6:55 AM_ Dec 28,,TBA
56944,foxbusiness,AA-204-LAX-MCO,11:25 PM_ Dec 27,,~Terminal 4 - 47A~,6:55 AM_ Dec 28,,TBA
56945,allegiantair,AA-204-LAX-MCO,11:25 PM_ Dec 27,,~Terminal 4 - 47A~,6:55 AM_ Dec 28,,TBA
56967,flightview,AA-4277-CVG-JFK,12:10 PM_ Dec 27,1:19 PM_ Dec 27,Terminal 2,2:15 PM_ Dec 27,3:12 PM_ Dec 27,~Terminal 8 - 32I~
56968,panynj,AA-4277-CVG-JFK,12:10 PM_ Dec 27,1:19 PM_ Dec 27,Terminal 2,2:15 PM_ Dec 27,3:12 PM_ Dec 27,~Terminal 8 - 32I~
56970,foxbusiness,AA-4277-CVG-JFK,12:10 PM_ Dec 27,1:19 PM_ Dec 27,Terminal 2,2:15 PM_ Dec 27,3:12 PM_ Dec 27,~Terminal 8 - 32I~
56971,allegiantair,AA-4277-CVG-JFK,12:10 PM_ Dec 27,1:19 PM_ Dec 27,Terminal 2,2:15 PM_ Dec 27,3:12 PM_ Dec 27,~Terminal 8 - 32I~
57042,flightview,AA-1917-JFK-MCO,2:55 PM_ Dec 27,3:36 PM_ Dec 27,~Terminal 8 - 2~,5:55 PM_ Dec 27,6:02 PM_ Dec 27,16
57043,panynj,AA-1917-JFK-MCO,2:55 PM_ Dec 27,3:36 PM_ Dec 27,~Terminal 8 - 2~,5:55 PM_ Dec 27,6:02 PM_ Dec 27,16
57045,foxbusiness,AA-1917-JFK-MCO,2:55 PM_ Dec 27,3:36 PM_ Dec 27,~Terminal 8 - 2~,5:55 PM_ Dec 27,6:02 PM_ Dec 27,16
57046,allegiantair,AA-1917-JFK-MCO,2:55 PM_ Dec 27,3:36 PM_ Dec 27,~Terminal 8 - 2~,5:55 PM_ Dec 27,6:02 PM_ Dec 27,16
57070,travelocity,UA-2704-DTW-PHX,Dec 27 - 11:15am,Dec 27 - Contact Airline,~Not provided by airline~,Dec 27 - 1:40pm,Dec 27 - Contact Airline,~Not provided by airline~
57303,travelocity,UA-2708-EWR-CLT,Dec 28 - 2:55pm,Dec 28 - Contact Airline,~Not provided by airline~,Dec 28 - 4:53pm,Dec 28 - Contact Airline,~Not provided by airline~
57345,flightview,AA-649-ORD-SNA,1:30 PM_ Dec 28,,H6,3:50 PM_ Dec 28,,~Terminal A - 7~
57346,panynj,AA-649-ORD-SNA,1:30 PM_ Dec 28,,H6,3:50 PM_ Dec 28,,~Terminal A - 7~
57348,foxbusiness,AA-649-ORD-SNA,1:30 PM_ Dec 28,,H6,3:50 PM_ Dec 28,,~Terminal A - 7~
57349,allegiantair,AA-649-ORD-SNA,1:30 PM_ Dec 28,,H6,3:50 PM_ Dec 28,,~Terminal A - 7~
57467,flightview,AA-222-LAX-BOS,7:10 AM_ Dec 28,7:28 AM_ Dec 28,~Terminal 4 - 45~,3:30 PM_ Dec 28,3:33 PM_ Dec 28,~Terminal B - B28~
