~~0~~,ua,UA-2708-EWR-CLT,Thu_ Dec 1 2:55 PM,Thu_ Dec 1 2:55 PM,A37,Thu_ Dec 1 4:53 PM,Thu_ Dec 1 4:44 PM,C5
49690,aa,~~AA-85-JFK-SFO~~,December 24_ 2011               03:05 PM,December 24_ 2011               03:06 PM,~12~,December 24_ 2011               06:30 PM,December 24_ 2011               06:29 PM,~57~
49691,airtravelcenter,~~AA-85-JFK-SFO~~,,12/24/11 3:40 PM (-05:00),,,12/24/11 6:10 PM (-08:00),
49692,myrateplan,~~AA-85-JFK-SFO~~,,12/24/11 3:40 PM (-05:00),,,12/24/11 6:10 PM (-08:00),
49693,helloflight,~~AA-85-JFK-SFO~~,,12/24/11 3:40 PM (-05:00),,,12/24/11 6:10 PM (-08:00),
49694,flytecomm,~~AA-85-JFK-SFO~~,,12/24/11 3:40 PM (-05:00),,,12/24/11 6:10 PM (-08:00),
49695,flightaware,~~AA-85-JFK-SFO~~,2011-12-24 03:05PM EST,2011-12-24 03:40PM EST,~12~,2011-12-24 06:08PM PST,2011-12-24 06:16PM PST,~57~
49696,wunderground,~~AA-85-JFK-SFO~~,2011-12-24 03:05PM EST,2011-12-24 03:40PM EST,~12~,2011-12-24 06:08PM PST,2011-12-24 06:16PM PST,~57~
49697,flights,~~AA-85-JFK-SFO~~,03:05 PM  Sat 24-Dec-2011,03:06 PM  Sat 24-Dec-2011,B12,06:30 PM  Sat 24-Dec-2011,06:29 PM  Sat 24-Dec-2011,~57~
49698,businesstravellogue,~~AA-85-JFK-SFO~~,03:05 PM  Sat 24-Dec-2011,03:06 PM  Sat 24-Dec-2011,B12,06:30 PM  Sat 24-Dec-2011,06:29 PM  Sat 24-Dec-2011,~57~
49699,flylouisville,~~AA-85-JFK-SFO~~,03:05 PM  Sat 24-Dec-2011,03:06 PM  Sat 24-Dec-2011,B12,06:30 PM  Sat 24-Dec-2011,06:29 PM  Sat 24-Dec-2011,~57~
49700,flightstats,~~AA-85-JFK-SFO~~,2011-12-24 3:05 PM,2011-12-24 3:06 PM,,2011-12-24 6:30 PM,2011-12-24 6:29 PM,
49701,quicktrip,~~AA-85-JFK-SFO~~,2011-12-24 3:05 PM,2011-12-24 3:06 PM,,2011-12-24 6:30 PM,2011-12-24 6:29 PM,
49702,world-flight-tracker,~~AA-85-JFK-SFO~~,2011-12-24 3:05 PM,2011-12-24 3:06 PM,,2011-12-24 6:30 PM,2011-12-24 6:29 PM,
49703,flightview,~~AA-85-JFK-SFO~~,3:05 PM_ Dec 24,3:40 PM_ Dec 24,Terminal 8 - 12,6:30 PM_ Dec 24,6:29 PM_ Dec 24,Terminal 2 - 57
49704,panynj,~~AA-85-JFK-SFO~~,3:05 PM_ Dec 24,3:40 PM_ Dec 24,Terminal 8 - 12,6:30 PM_ Dec 24,6:29 PM_ Dec 24,Terminal 2 - 57
49705,gofox,~~AA-85-JFK-SFO~~,3:05 PM_ Dec 24,3:40 PM_ Dec 24,,6:30 PM_ Dec 24,6:29 PM_ Dec 24,
49706,foxbusiness,~~AA-85-JFK-SFO~~,3:05 PM_ Dec 24,3:40 PM_ Dec 24,Terminal 8 - 12,6:30 PM_ Dec 24,6:29 PM_ Dec 24,Terminal 2 - 57
49707,allegiantair,~~AA-85-JFK-SFO~~,3:05 PM_ Dec 24,3:40 PM_ Dec 24,Terminal 8 - 12,6:30 PM_ Dec 24,6:29 PM_ Dec 24,Terminal 2 - 57
49708,boston,~~AA-85-JFK-SFO~~,3:05 PM_ Dec 24,3:40 PM_ Dec 24,,6:30 PM_ Dec 24,6:16 PM_ Dec 24,
49709,travelocity,~~AA-85-JFK-SFO~~,Dec 24 - 3:05pm,Dec 24 - 3:06pm,12/8,Dec 24 - 6:30pm,Dec 24 - 6:29pm,~57~
49710,orbitz,~~AA-85-JFK-SFO~~,3:05pDec 24,3:06pDec 24,~12~,6:30pDec 24,6:29pDec 24,~57~
49711,weather,~~AA-85-JFK-SFO~~,2011-12-24 03:05 PM,~~,,2011-12-24 06:30 PM,~~,
49712,sfo,~~AA-85-JFK-SFO~~,,~~,,2011-12-24 6:30 PM,~~,~57~
49713,ifly,~~AA-85-JFK-SFO~~,2011-12-24 3:05 PM,2011-12-24 3:06 PM,,2011-12-24 6:30 PM,2011-12-24 6:29 PM,
49714,mytripandmore,~~AA-85-JFK-SFO~~,Dec 24 - 3:05pm,Dec 24 - 3:06pm,12/8,Dec 24 - 6:30pm,Dec 24 - 6:29pm,~57~
49715,flightwise,~~AA-85-JFK-SFO~~,2011-12-24 03:05PM EST,2011-12-24 03:40PM EST,~12~,2011-12-24 06:08PM PST,2011-12-24 06:16PM PST,~57~
49738,weather,AA-4307-ORD-DTW,2011-12-24 06:45 PM,~~,,2011-12-24 09:10 PM,~~,
49739,ord,AA-4307-ORD-DTW,2011-12-24 6:45 PM,~~,G1A,2011-12-24 9:10 PM,~~,D19
49740,usatoday,AA-4307-ORD-DTW,2011-12-24 06:45 PM,~~,,2011-12-24 09:10 PM,~~,
49743,aa,AA-3979-CVG-ORD,December 24_ 2011               07:30 AM,December 24_ 2011               07:22 AM,~3~,December 24_ 2011               08:00 AM,December 24_ 2011               07:53 AM,G1B
49745,airtravelcenter,AA-3979-CVG-ORD,12/24/11 7:30 AM (-05:00),~~,,12/24/11 8:00 AM (-06:00),~~,
49746,myrateplan,AA-3979-CVG-ORD,12/24/11 7:30 AM (-05:00),~~,,12/24/11 8:00 AM (-06:00),~~,
49747,helloflight,AA-3979-CVG-ORD,12/24/11 7:30 AM (-05:00),~~,,12/24/11 8:00 AM (-06:00),~~,
49748,flytecomm,AA-3979-CVG-ORD,12/24/11 7:30 AM (-05:00),~~,,12/24/11 8:00 AM (-06:00),~~,
49749,flightaware,AA-3979-CVG-ORD,2011-12-24 07:30AM EST,2011-12-24 07:58AM EST,~3~,2011-12-24 07:46AM CST,2011-12-24 07:46AM CST,G1B
49750,wunderground,AA-3979-CVG-ORD,2011-12-24 07:30AM EST,2011-12-24 07:58AM EST,~3~,2011-12-24 07:46AM CST,2011-12-24 07:46AM CST,G1B
49751,flights,AA-3979-CVG-ORD,07:30 AM  Sat 24-Dec-2011,07:22 AM  Sat 24-Dec-2011,~3~,08:00 AM  Sat 24-Dec-2011,07:53 AM  Sat 24-Dec-2011,G1B
49752,businesstravellogue,AA-3979-CVG-ORD,07:30 AM  Sat 24-Dec-2011,07:22 AM  Sat 24-Dec-2011,~3~,08:00 AM  Sat 24-Dec-2011,07:53 AM  Sat 24-Dec-2011,G1B
49753,flylouisville,AA-3979-CVG-ORD,07:30 AM  Sat 24-Dec-2011,07:22 AM  Sat 24-Dec-2011,~3~,08:00 AM  Sat 24-Dec-2011,07:53 AM  Sat 24-Dec-2011,G1B
49763,travelocity,AA-3979-CVG-ORD,Dec 24 - 7:30am,Dec 24 - 7:22am,~3~,Dec 24 - 8:00am,Dec 24 - 7:53am,G1B/T3
49764,orbitz,AA-3979-CVG-ORD,7:30aDec 24,7:22aDec 24,~3~,8:00aDec 24,7:53aDec 24,G1B
49765,weather,AA-3979-CVG-ORD,2011-12-24 07:30 AM,~~,,2011-12-24 08:00 AM,~~,
49766,ord,AA-3979-CVG-ORD,2011-12-24 7:30 AM,~~,~3~,2011-12-24 8:00 AM,~~,G1B
49768,mytripandmore,AA-3979-CVG-ORD,Dec 24 - 7:30am,Dec 24 - 7:22am,~3~,Dec 24 - 8:00am,Dec 24 - 7:53am,G1B/T3
49769,aa,AA-204-LAX-MCO,December 24_ 2011               11:25 PM,December 24_ 2011,~40~,December 25_ 2011               06:55 AM,December 25_ 2011,TBA
49771,flightexplorer,AA-204-LAX-MCO,12/24/2011 11:25PM PST,~~,,12/25/2011 6:55AM EST,~~,
49776,flightaware,AA-204-LAX-MCO,2011-12-24 11:25PM PST,2011-12-24 12:02AM PST,46A,2011-12-24 06:51AM EST,2011-12-24 07:11AM EST,~16~
49777,wunderground,AA-204-LAX-MCO,2011-12-24 11:25PM PST,2011-12-24 12:02AM PST,46A,2011-12-24 06:51AM EST,2011-12-24 07:11AM EST,~16~
49778,flights,AA-204-LAX-MCO,11:25 PM  Sat 24-Dec-2011,~~,,06:55 AM  Sun 25-Dec-2011,~~,
49779,businesstravellogue,AA-204-LAX-MCO,11:25 PM  Sat 24-Dec-2011,~~,,06:55 AM  Sun 25-Dec-2011,~~,
49780,flylouisville,AA-204-LAX-MCO,11:25 PM  Sat 24-Dec-2011,~~,,06:55 AM  Sun 25-Dec-2011,~~,
49784,flightview,AA-204-LAX-MCO,11:25 PM_ Dec 24,~~,Terminal 4 - 40,6:55 AM_ Dec 25,~~,TBA
49785,panynj,AA-204-LAX-MCO,11:25 PM_ Dec 24,~~,Terminal 4 - 40,6:55 AM_ Dec 25,~~,TBA
49786,gofox,AA-204-LAX-MCO,11:25 PM_ Dec 24,~~,,6:55 AM_ Dec 25,~~,
49787,foxbusiness,AA-204-LAX-MCO,11:25 PM_ Dec 24,~~,Terminal 4 - 40,6:55 AM_ Dec 25,~~,TBA
49788,allegiantair,AA-204-LAX-MCO,11:25 PM_ Dec 24,~~,Terminal 4 - 40,6:55 AM_ Dec 25,~~,TBA
49791,orbitz,AA-204-LAX-MCO,11:25pDec 24,~~,~40~,6:55aDec 25,~~,TBA
49793,mco,AA-204-LAX-MCO,,~~,,2011-12-24 Sat  06:55,2011-12-24 Sat  07:11,16?
49794,flightwise,AA-204-LAX-MCO,2011-12-24 11:25PM PST,2011-12-24 12:02AM PST,46A,2011-12-24 06:51AM EST,2011-12-24 07:11AM EST,~16~
49796,aa,AA-4277-CVG-JFK,December 24_ 2011               12:10 PM,December 24_ 2011               12:14 PM,~1~,December 24_ 2011               02:15 PM,December 24_ 2011               01:45 PM,32I
49801,flightaware,AA-4277-CVG-JFK,2011-12-24 12:10PM EST,2011-12-24 12:22PM EST,~1~,2011-12-24 01:44PM EST,2011-12-24 01:42PM EST,32I
49802,wunderground,AA-4277-CVG-JFK,2011-12-24 12:10PM EST,2011-12-24 12:22PM EST,~1~,2011-12-24 01:44PM EST,2011-12-24 01:42PM EST,32I
49803,flights,AA-4277-CVG-JFK,12:10 PM  Sat 24-Dec-2011,12:14 PM  Sat 24-Dec-2011,~1~,02:15 PM  Sat 24-Dec-2011,01:45 PM  Sat 24-Dec-2011,C32I
49804,businesstravellogue,AA-4277-CVG-JFK,12:10 PM  Sat 24-Dec-2011,12:14 PM  Sat 24-Dec-2011,~1~,02:15 PM  Sat 24-Dec-2011,01:45 PM  Sat 24-Dec-2011,C32I
49805,flylouisville,AA-4277-CVG-JFK,12:10 PM  Sat 24-Dec-2011,12:14 PM  Sat 24-Dec-2011,~1~,02:15 PM  Sat 24-Dec-2011,01:45 PM  Sat 24-Dec-2011,C32I
49815,travelocity,AA-4277-CVG-JFK,Dec 24 - 12:10pm,Dec 24 - 12:14pm,~1~,Dec 24 - 2:15pm,Dec 24 - 1:45pm,32I/8
49816,orbitz,AA-4277-CVG-JFK,12:10pDec 24,12:14pDec 24,~1~,2:15pDec 24,1:45pDec 24,32I
49817,weather,AA-4277-CVG-JFK,2011-12-24 12:10 PM,~~,,2011-12-24 02:15 PM,~~,
49841,weather,AA-3756-ORD-SLC,2011-12-24 12:15 PM,~~,,2011-12-24 02:45 PM,~~,
49842,ord,AA-3756-ORD-SLC,2011-12-24 12:15 PM,~~,H3A,2011-12-24 2:45 PM,~~,A3
49871,aa,AA-1917-JFK-MCO,December 24_ 2011               02:55 PM,December 24_ 2011               02:55 PM,~1~,December 24_ 2011               05:55 PM,December 24_ 2011               06:04 PM,~16~
49877,flightaware,AA-1917-JFK-MCO,2011-12-24 02:55PM EST,2011-12-24 03:39PM EST,~1~,2011-12-24 05:50PM EST,2011-12-24 05:57PM EST,~16~
49878,wunderground,AA-1917-JFK-MCO,2011-12-24 02:55PM EST,2011-12-24 03:39PM EST,~1~,2011-12-24 05:50PM EST,2011-12-24 05:57PM EST,~16~
49879,flights,AA-1917-JFK-MCO,02:55 PM  Sat 24-Dec-2011,02:55 PM  Sat 24-Dec-2011,B1,05:55 PM  Sat 24-Dec-2011,06:04 PM  Sat 24-Dec-2011,~16~
49880,businesstravellogue,AA-1917-JFK-MCO,02:55 PM  Sat 24-Dec-2011,02:55 PM  Sat 24-Dec-2011,B1,05:55 PM  Sat 24-Dec-2011,06:04 PM  Sat 24-Dec-2011,~16~
49881,flylouisville,AA-1917-JFK-MCO,02:55 PM  Sat 24-Dec-2011,02:55 PM  Sat 24-Dec-2011,B1,05:55 PM  Sat 24-Dec-2011,06:04 PM  Sat 24-Dec-2011,~16~
49885,flightview,AA-1917-JFK-MCO,2:55 PM_ Dec 24,3:39 PM_ Dec 24,Terminal 8 - 1,5:55 PM_ Dec 24,5:58 PM_ Dec 24,~16~
49886,panynj,AA-1917-JFK-MCO,2:55 PM_ Dec 24,3:39 PM_ Dec 24,Terminal 8 - 1,5:55 PM_ Dec 24,5:58 PM_ Dec 24,~16~
49888,foxbusiness,AA-1917-JFK-MCO,2:55 PM_ Dec 24,3:39 PM_ Dec 24,Terminal 8 - 1,5:55 PM_ Dec 24,5:58 PM_ Dec 24,~16~
49889,allegiantair,AA-1917-JFK-MCO,2:55 PM_ Dec 24,3:39 PM_ Dec 24,Terminal 8 - 1,5:55 PM_ Dec 24,5:58 PM_ Dec 24,~16~
49891,travelocity,AA-1917-JFK-MCO,Dec 24 - 2:55pm,Dec 24 - 2:55pm,1/8,Dec 24 - 5:55pm,Dec 24 - 6:04pm,~16~
49892,orbitz,AA-1917-JFK-MCO,2:55pDec 24,2:55pDec 24,~1~,5:55pDec 24,6:04pDec 24,~16~
49893,weather,AA-1917-JFK-MCO,2011-12-24 02:55 PM,~~,,2011-12-24 05:55 PM,~~,
49894,mco,AA-1917-JFK-MCO,,~~,,2011-12-24 Sat  17:55,2011-12-24 Sat  17:57,16?
49899,airtravelcenter,UA-2704-DTW-PHX,12/24/11 11:15 AM (-05:00),~~,,12/24/11 1:40 PM (-07:00),~~,
49900,myrateplan,UA-2704-DTW-PHX,12/24/11 11:15 AM (-05:00),~~,,12/24/11 1:40 PM (-07:00),~~,
49901,helloflight,UA-2704-DTW-PHX,12/24/11 11:15 AM (-05:00),~~,,12/24/11 1:40 PM (-07:00),~~,
49902,flytecomm,UA-2704-DTW-PHX,12/24/11 11:15 AM (-05:00),~~,,12/24/11 1:40 PM (-07:00),~~,
49916,weather,UA-2704-DTW-PHX,2011-12-24 11:15 AM,~~,,2011-12-24 01:40 PM,~~,
49921,airtravelcenter,CO-1090-BOS-IAH,12/24/11 9:30 AM (-05:00),~~,,12/24/11 1:00 PM (-06:00),~~,
49922,myrateplan,CO-1090-BOS-IAH,12/24/11 9:30 AM (-05:00),~~,,12/24/11 1:00 PM (-06:00),~~,
49923,helloflight,CO-1090-BOS-IAH,12/24/11 9:30 AM (-05:00),~~,,12/24/11 1:00 PM (-06:00),~~,
49924,flytecomm,CO-1090-BOS-IAH,12/24/11 9:30 AM (-05:00),~~,,12/24/11 1:00 PM (-06:00),~~,
49925,flights,CO-1090-BOS-IAH,,2011-12-24 09:34 AM,A7,,2011-12-24 01:25 PM,~45~
49926,businesstravellogue,CO-1090-BOS-IAH,,2011-12-24 09:34 AM,A7,,2011-12-24 01:25 PM,~45~
49927,flylouisville,CO-1090-BOS-IAH,,2011-12-24 09:34 AM,A7,,2011-12-24 01:25 PM,~45~
49936,orbitz,CO-1090-BOS-IAH,9:30aDec 24,9:34aDec 24,A7,1:00pDec 24,1:25pDec 24,~45~
49937,weather,CO-1090-BOS-IAH,2011-12-24 09:30 AM,~~,,2011-12-24 01:00 PM,~~,
49938,mytripandmore,CO-1090-BOS-IAH,9:30aDec 24,9:34aDec 24,A7,1:00pDec 24,1:25pDec 24,~45~
49963,weather,UA-938-DEN-ORD,2011-12-24 04:00 PM,~~,,2011-12-24 07:23 PM,~~,
49964,den,UA-938-DEN-ORD,2011-12-24 4:00 PM,~~,B42,,~~,
49965,ord,UA-938-DEN-ORD,2011-12-24 4:00 PM,~~,B42,2011-12-24 7:23 PM,~~,C11
49969,ua,~~UA-37-EWR-MCO~~,Sat_ Dec 24 1:29 PM,Sat_ Dec 24 1:37 PM            Delayed,C123,Sat_ Dec 24 4:25 PM,Sat_ Dec 24 4:20 PM,~39~
49970,flightexplorer,~~UA-37-EWR-MCO~~,,12/24/2011 1:54PM EST,,,12/24/2011 4:10PM EST,
49971,airtravelcenter,~~UA-37-EWR-MCO~~,,12/24/11 1:54 PM (-05:00),,,12/24/11 3:59 PM (-05:00),
49972,myrateplan,~~UA-37-EWR-MCO~~,,12/24/11 1:54 PM (-05:00),,,12/24/11 3:59 PM (-05:00),
49973,helloflight,~~UA-37-EWR-MCO~~,,12/24/11 1:54 PM (-05:00),,,12/24/11 3:59 PM (-05:00),
49974,flytecomm,~~UA-37-EWR-MCO~~,,12/24/11 1:54 PM (-05:00),,,12/24/11 3:59 PM (-05:00),
49975,flightaware,~~UA-37-EWR-MCO~~,2011-12-24 01:29PM EST,2011-12-24 01:56PM EST,~123~,2011-12-24 04:15PM EST,2011-12-24 04:10PM EST,~39~
49976,wunderground,~~UA-37-EWR-MCO~~,2011-12-24 01:29PM EST,2011-12-24 01:56PM EST,~123~,2011-12-24 04:15PM EST,2011-12-24 04:10PM EST,~39~
49977,flights,~~UA-37-EWR-MCO~~,,2011-12-24 01:37 PM,~123~,,2011-12-24 04:20 PM,~39~
49978,businesstravellogue,~~UA-37-EWR-MCO~~,,2011-12-24 01:37 PM,~123~,,2011-12-24 04:20 PM,~39~
49979,flylouisville,~~UA-37-EWR-MCO~~,,2011-12-24 01:37 PM,~123~,,2011-12-24 04:20 PM,~39~
49980,flightstats,~~UA-37-EWR-MCO~~,2011-12-24 1:29 PM,2011-12-24 1:37 PM,,2011-12-24 4:25 PM,2011-12-24 4:20 PM,
49981,quicktrip,~~UA-37-EWR-MCO~~,2011-12-24 1:29 PM,2011-12-24 1:37 PM,,2011-12-24 4:25 PM,2011-12-24 4:20 PM,
49982,flightview,~~UA-37-EWR-MCO~~,,1:56 PMDec 24,,,4:20 PMDec 24,
49983,panynj,~~UA-37-EWR-MCO~~,,1:56 PMDec 24,,,4:20 PMDec 24,
49984,gofox,~~UA-37-EWR-MCO~~,,1:56 PMDec 24,,,4:20 PMDec 24,
49985,foxbusiness,~~UA-37-EWR-MCO~~,,1:56 PMDec 24,,,4:20 PMDec 24,
49986,allegiantair,~~UA-37-EWR-MCO~~,,1:56 PMDec 24,,,4:20 PMDec 24,
49987,boston,~~UA-37-EWR-MCO~~,,1:56 PMDec 24,,,4:11 PMDec 24,
49988,orbitz,~~UA-37-EWR-MCO~~,1:29pDec 24,1:37pDec 24,~123~,4:25pDec 24,4:20pDec 24,~39~
49989,usatoday,~~UA-37-EWR-MCO~~,,1:56 PMDec 24,,,4:11 PMDec 24,
49990,flightarrival,~~UA-37-EWR-MCO~~,,1:56 PMDec 24,,,4:11 PMDec 24,
50007,weather,AA-1886-BOS-MIA,2011-12-24 10:45 AM,~~,,2011-12-24 02:20 PM,~~,
50010,CO,~~CO-52-IAH-LAX~~,Sat._ Dec.24_ 2011 7:35 a.m.,Sat._ Dec.24_ 2011 7:38 a.m.,,Sat._ Dec.24_ 2011 9:30 a.m.,Sat._ Dec.24_ 2011 9:11 a.m.,
50011,airtravelcenter,~~CO-52-IAH-LAX~~,12/24/11 7:35 AM (-06:00),~~,,12/24/11 9:30 AM (-08:00),~~,
50012,myrateplan,~~CO-52-IAH-LAX~~,12/24/11 7:35 AM (-06:00),~~,,12/24/11 9:30 AM (-08:00),~~,
50013,helloflight,~~CO-52-IAH-LAX~~,12/24/11 7:35 AM (-06:00),~~,,12/24/11 9:30 AM (-08:00),~~,
50014,flytecomm,~~CO-52-IAH-LAX~~,12/24/11 7:35 AM (-06:00),~~,,12/24/11 9:30 AM (-08:00),~~,
50015,flightaware,~~CO-52-IAH-LAX~~,2011-12-24 07:35AM CST,2011-12-24 07:57AM CST,,2011-12-24 08:57AM PST,2011-12-24 08:58AM PST,
50016,wunderground,~~CO-52-IAH-LAX~~,2011-12-24 07:35AM CST,2011-12-24 07:57AM CST,,2011-12-24 08:57AM PST,2011-12-24 08:58AM PST,
50017,flights,~~CO-52-IAH-LAX~~,,2011-12-24 07:38 AM,~17~,,2011-12-24 09:11 AM,~62~
50018,businesstravellogue,~~CO-52-IAH-LAX~~,,2011-12-24 07:38 AM,~17~,,2011-12-24 09:11 AM,~62~
50019,flylouisville,~~CO-52-IAH-LAX~~,,2011-12-24 07:38 AM,~17~,,2011-12-24 09:11 AM,~62~
50020,flightstats,~~CO-52-IAH-LAX~~,2011-12-24 7:35 AM,2011-12-24 7:38 AM,,2011-12-24 9:30 AM,2011-12-24 9:11 AM,
50021,quicktrip,~~CO-52-IAH-LAX~~,2011-12-24 7:35 AM,2011-12-24 7:38 AM,,2011-12-24 9:30 AM,2011-12-24 9:11 AM,
50022,flightview,~~CO-52-IAH-LAX~~,,7:57 AMDec 24,,,8:59 AMDec 24,
50023,panynj,~~CO-52-IAH-LAX~~,,7:57 AMDec 24,,,8:59 AMDec 24,
50024,gofox,~~CO-52-IAH-LAX~~,,7:57 AMDec 24,,,8:59 AMDec 24,
50025,foxbusiness,~~CO-52-IAH-LAX~~,,7:57 AMDec 24,,,8:59 AMDec 24,
50026,allegiantair,~~CO-52-IAH-LAX~~,,7:57 AMDec 24,,,8:59 AMDec 24,
50027,boston,~~CO-52-IAH-LAX~~,,7:57 AMDec 24,,,8:59 AMDec 24,
50028,orbitz,~~CO-52-IAH-LAX~~,7:35aDec 25,~~,-,9:30aDec 25,~~,-
50029,usatoday,~~CO-52-IAH-LAX~~,,7:57 AMDec 24,,,8:59 AMDec 24,
50030,mytripandmore,~~CO-52-IAH-LAX~~,7:35aDec 25,~~,-,9:30aDec 25,~~,-
50031,flightarrival,~~CO-52-IAH-LAX~~,,7:57 AMDec 24,,,8:59 AMDec 24,
50037,flights,UA-2708-EWR-CLT,,2011-12-25 02:53 PM,~37~,,2011-12-25 05:03 PM,C13
50038,businesstravellogue,UA-2708-EWR-CLT,,2011-12-25 02:53 PM,~37~,,2011-12-25 05:03 PM,C13
50039,flylouisville,UA-2708-EWR-CLT,,2011-12-25 02:53 PM,~37~,,2011-12-25 05:03 PM,C13
50050,weather,UA-2708-EWR-CLT,2011-12-25 02:55 PM,~~,,2011-12-25 04:53 PM,~~,
50052,flightarrival,UA-2708-EWR-CLT,2011-12-25 02:55 PM,~~,,2011-12-25 04:53 PM,~~,
50074,weather,UA-3925-IAD-ORF,2011-12-25 08:42 AM,~~,,2011-12-25 09:55 AM,~~,
50075,usatoday,UA-3925-IAD-ORF,2011-12-25 08:42 AM,~~,,2011-12-25 09:55 AM,~~,
50078,ua,UA-382-IAD-LAX,Sun_ Dec 25 12:20 PM,Sun_ Dec 25 12:48 PM            Delayed,C19,Sun_ Dec 25 3:08 PM,Sun_ Dec 25 3:03 PM,~73~
50079,ua,UA-382-IAD-LAX,Sun_ Dec 25 12:20 PM,Sun_ Dec 25 12:48 PM            Delayed,C19,Sun_ Dec 25 3:08 PM,Sun_ Dec 25 3:03 PM,~73~
50080,ua,UA-382-IAD-LAX,Sun_ Dec 25 12:20 PM,Sun_ Dec 25 12:48 PM            Delayed,C19,Sun_ Dec 25 3:08 PM,Sun_ Dec 25 3:00 PM,~73~
50081,ua,UA-382-IAD-LAX,Sun_ Dec 25 12:20 PM,Sun_ Dec 25 12:48 PM            Delayed,C19,Sun_ Dec 25 3:08 PM,Sun_ Dec 25 3:00 PM,~73~
50102,flightaware,UA-382-IAD-LAX,2011-12-25 12:20PM EST,2011-12-25 12:58PM EST,C19,2011-12-25 02:28PM PST,2011-12-25 02:55PM PST,~73~
50103,flightaware,UA-382-IAD-LAX,2011-12-25 12:20PM EST,2011-12-25 12:58PM EST,C19,2011-12-25 02:28PM PST,2011-12-25 02:55PM PST,~73~
50104,flightaware,UA-382-IAD-LAX,2011-12-25 12:20PM EST,2011-12-25 12:59PM EST,C19,2011-12-25 02:28PM PST,2011-12-25 02:58PM PST,~73~
50105,flightaware,UA-382-IAD-LAX,2011-12-25 12:20PM EST,2011-12-25 12:59PM EST,C19,2011-12-25 02:28PM PST,2011-12-25 02:58PM PST,~73~
50106,wunderground,UA-382-IAD-LAX,2011-12-25 12:20PM EST,2011-12-25 12:58PM EST,C19,2011-12-25 02:28PM PST,2011-12-25 02:55PM PST,~73~
50107,wunderground,UA-382-IAD-LAX,2011-12-25 12:20PM EST,2011-12-25 12:58PM EST,C19,2011-12-25 02:28PM PST,2011-12-25 02:55PM PST,~73~
50108,wunderground,UA-382-IAD-LAX,2011-12-25 12:20PM EST,2011-12-25 12:59PM EST,C19,2011-12-25 02:28PM PST,2011-12-25 02:58PM PST,~73~
50109,wunderground,UA-382-IAD-LAX,2011-12-25 12:20PM EST,2011-12-25 12:59PM EST,C19,2011-12-25 02:28PM PST,2011-12-25 02:58PM PST,~73~
50110,flights,UA-382-IAD-LAX,,2011-12-25 12:48 PM,C19,,2011-12-25 03:08 PM,~73~
50111,flights,UA-382-IAD-LAX,,2011-12-25 12:48 PM,C19,,2011-12-25 03:08 PM,~73~
50112,flights,UA-382-IAD-LAX,,2011-12-25 12:48 PM,C19,,2011-12-25 03:00 PM,~73~
50113,flights,UA-382-IAD-LAX,,2011-12-25 12:48 PM,C19,,2011-12-25 03:00 PM,~73~
50114,businesstravellogue,UA-382-IAD-LAX,,2011-12-25 12:48 PM,C19,,2011-12-25 03:08 PM,~73~
50115,businesstravellogue,UA-382-IAD-LAX,,2011-12-25 12:48 PM,C19,,2011-12-25 03:08 PM,~73~
50116,businesstravellogue,UA-382-IAD-LAX,,2011-12-25 12:48 PM,C19,,2011-12-25 03:00 PM,~73~
50117,businesstravellogue,UA-382-IAD-LAX,,2011-12-25 12:48 PM,C19,,2011-12-25 03:00 PM,~73~
50118,flylouisville,UA-382-IAD-LAX,,2011-12-25 12:48 PM,C19,,2011-12-25 03:08 PM,~73~
50119,flylouisville,UA-382-IAD-LAX,,2011-12-25 12:48 PM,C19,,2011-12-25 03:08 PM,~73~
50120,flylouisville,UA-382-IAD-LAX,,2011-12-25 12:48 PM,C19,,2011-12-25 03:00 PM,~73~
50121,flylouisville,UA-382-IAD-LAX,,2011-12-25 12:48 PM,C19,,2011-12-25 03:00 PM,~73~
50150,orbitz,UA-382-IAD-LAX,12:20pDec 25,12:48pDec 25,C19,2:58pDec 25,~~,~73~
50151,orbitz,UA-382-IAD-LAX,12:20pDec 25,12:48pDec 25,C19,2:58pDec 25,~~,~73~
50152,orbitz,UA-382-IAD-LAX,12:20pDec 25,12:48pDec 25,C19,2:56pDec 25,~~,~73~
50153,orbitz,UA-382-IAD-LAX,12:20pDec 25,12:48pDec 25,C19,2:56pDec 25,~~,~73~
50154,iad,UA-382-IAD-LAX,2011-12-25 12:20,2011-12-25 12:45,,,~~,
50155,iad,UA-382-IAD-LAX,2011-12-25 12:20,2011-12-25 12:45,,,~~,
50156,mytripandmore,UA-382-IAD-LAX,12:20pDec 25,12:48pDec 25,C19,2:58pDec 25,~~,~73~
50157,mytripandmore,UA-382-IAD-LAX,12:20pDec 25,12:48pDec 25,C19,2:58pDec 25,~~,~73~
50166,flights,AA-3063-SLC-LAX,,2011-12-25 08:12 PM,A3,,2011-12-25 09:20 PM,~44~
50167,businesstravellogue,AA-3063-SLC-LAX,,2011-12-25 08:12 PM,A3,,2011-12-25 09:01 PM,~44~
50168,flylouisville,AA-3063-SLC-LAX,,2011-12-25 08:12 PM,A3,,2011-12-25 09:20 PM,~44~
50178,orbitz,AA-3063-SLC-LAX,8:20pDec 25,8:12pDec 25,A3,8:38pDec 25,~~,44I
